"","t","x","Y"
"1608",1.33333333333333,0.8,0.0101278122807423
"1609",1.33333333333333,0.9,0.011615270343534
"1610",1.33333333333333,1,0.0130799242831241
"1611",1.33333333333333,1.1,0.0145093176738076
"1612",1.33333333333333,1.2,0.0158945323251688
"1613",1.33333333333333,1.3,0.0172294494586171
"1614",1.33333333333333,1.4,0.0185101504973071
"1615",1.33333333333333,1.5,0.0197344322783361
"1616",1.33333333333333,1.6,0.0209014159276486
"1617",1.33333333333333,1.7,0.0220112323019865
"1618",1.33333333333333,1.8,0.0230647699301408
"1619",1.33333333333333,1.9,0.0240634738868916
"1620",1.33333333333333,2,0.0250091860979683
"1621",1.33333333333333,2.1,0.0259040192782635
"1622",1.33333333333333,2.2,0.0267502581106906
"1623",1.33333333333333,2.3,0.0275502824311308
"1624",1.33333333333333,2.4,0.028306508138674
"1625",1.33333333333333,2.5,0.0290213423352872
"1626",1.33333333333333,2.6,0.0296971498444945
"1627",1.33333333333333,2.7,0.0303362287889717
"1628",1.33333333333333,2.8,0.030940793342251
"1629",1.33333333333333,2.9,0.0315129621266665
"1630",1.33333333333333,3,0.032054751022023
"1631",1.33333333333333,3.1,0.0325680693886257
"1632",1.33333333333333,3.2,0.0330547189036835
"1633",1.33333333333333,3.3,0.0335163943694679
"1634",1.33333333333333,3.4,0.0339546859813899
"1635",1.33333333333333,3.5,0.034371082649652
"1636",1.33333333333333,3.6,0.0347669760537067
"1637",1.33333333333333,3.7,0.0351436651780036
"1638",1.33333333333333,3.8,0.0355023611334145
"1639",1.33333333333333,3.9,0.0358441921137105
"1640",1.33333333333333,4,0.0361702083725571
"1641",1.33333333333333,4.1,0.0364813871353223
"1642",1.33333333333333,4.2,0.0367786373829308
"1643",1.33333333333333,4.3,0.0370628044631435
"1644",1.33333333333333,4.4,0.0373346744989112
"1645",1.33333333333333,4.5,0.0375949785745926
"1646",1.33333333333333,4.6,0.0378443966894395
"1647",1.33333333333333,4.7,0.0380835614743458
"1648",1.33333333333333,4.8,0.038313061672825
"1649",1.33333333333333,4.9,0.0385334453908587
"1650",1.33333333333333,5,0.0387452231229175
"1651",1.33333333333333,5.1,0.0389488705633001
"1652",1.33333333333333,5.2,0.0391448312131587
"1653",1.33333333333333,5.3,0.0393335187943008
"1654",1.33333333333333,5.4,0.0395153194812133
"1655",1.33333333333333,5.5,0.0396905939628168
"1656",1.33333333333333,5.6,0.0398596793453095
"1657",1.33333333333333,5.7,0.0400228909071595
"1658",1.33333333333333,5.8,0.040180523716887
"1659",1.33333333333333,5.9,0.0403328541237906
"1660",1.33333333333333,6,0.0404801411312393
"1661",1.33333333333333,6.1,0.0406226276615868
